Country,EdLevel,YearsCodePro,Industry,Salary
United States of America,Less than a Bachelor's,6.0,"Information Services, IT, Software Development, or other Technology",100000.0
Canada,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",45354.0
United States of America,Less than a Bachelor's,6.0,Other,107000.0
Germany,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",118869.0
United States of America,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",90000.0
United States of America,Bachelor's Degree,7.0,Retail and Consumer Services,152000.0
Germany,Less than a Bachelor's,30.0,"Information Services, IT, Software Development, or other Technology",64254.0
United States of America,Bachelor's Degree,9.0,Other,120000.0
United Kingdom and Northern Ireland,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",37241.0
Brazil,Bachelor's Degree,4.0,Other,32460.0
United States of America,Bachelor's Degree,4.0,Financial Services,110000.0
United States of America,Master's Degree,5.0,Oil & Gas,150000.0
United States of America,Bachelor's Degree,8.0,Other,200000.0
United States of America,Less than a Bachelor's,8.0,Financial Services,115000.0
United States of America,Less than a Bachelor's,5.0,Higher Education,96000.0
United States of America,Bachelor's Degree,4.0,Higher Education,100000.0
India,Master's Degree,10.0,Financial Services,39986.0
Germany,Post Grad,10.0,Legal Services,83530.0
United States of America,Less than a Bachelor's,10.0,Financial Services,110000.0
Canada,Less than a Bachelor's,25.0,"Information Services, IT, Software Development, or other Technology",111527.0
United States of America,Less than a Bachelor's,24.0,Retail and Consumer Services,125000.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",147000.0
Canada,Less than a Bachelor's,28.0,"Information Services, IT, Software Development, or other Technology",85504.0
United Kingdom and Northern Ireland,Master's Degree,3.0,"Information Services, IT, Software Development, or other Technology",37241.0
United Kingdom and Northern Ireland,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",101793.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",200000.0
United States of America,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",175000.0
United States of America,Less than a Bachelor's,8.0,"Information Services, IT, Software Development, or other Technology",65000.0
United States of America,Less than a Bachelor's,7.0,"Information Services, IT, Software Development, or other Technology",105000.0
United States of America,Less than a Bachelor's,23.0,"Information Services, IT, Software Development, or other Technology",260000.0
United States of America,Bachelor's Degree,7.0,Other,113000.0
Germany,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",128507.0
United Kingdom and Northern Ireland,Master's Degree,14.0,Financial Services,136552.0
Brazil,Master's Degree,6.0,"Information Services, IT, Software Development, or other Technology",40575.0
United States of America,Bachelor's Degree,6.0,Other,165000.0
United States of America,Bachelor's Degree,20.0,"Manufacturing, Transportation, or Supply Chain",140000.0
United States of America,Master's Degree,18.0,Other,211000.0
United Kingdom and Northern Ireland,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",192414.0
United States of America,Master's Degree,13.0,"Information Services, IT, Software Development, or other Technology",268536.0
United States of America,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",250000.0
India,Master's Degree,16.0,Advertising Services,145403.0
United Kingdom and Northern Ireland,Bachelor's Degree,6.0,Other,69517.0
United States of America,Bachelor's Degree,5.0,Financial Services,90000.0
Netherlands,Master's Degree,34.0,Other,58899.0
India,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",25445.0
United States of America,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",150000.0
United States of America,Less than a Bachelor's,4.0,Healthcare,58000.0
United States of America,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",101920.0
Brazil,Less than a Bachelor's,5.0,Healthcare,26780.0
United States of America,Bachelor's Degree,10.0,Healthcare,175000.0
United States of America,Less than a Bachelor's,2.0,Legal Services,52000.0
United States of America,Less than a Bachelor's,5.0,Higher Education,140000.0
United States of America,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",160000.0
United States of America,Less than a Bachelor's,12.0,"Information Services, IT, Software Development, or other Technology",65000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,2.0,Financial Services,55862.0
United States of America,Master's Degree,31.0,Financial Services,270000.0
United States of America,Less than a Bachelor's,1.0,Financial Services,103000.0
United States of America,Bachelor's Degree,1.0,Other,90000.0
United States of America,Master's Degree,7.0,Healthcare,107000.0
India,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",20599.0
United Kingdom and Northern Ireland,Bachelor's Degree,6.0,Other,142759.0
United States of America,Bachelor's Degree,13.0,Retail and Consumer Services,180000.0
Canada,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",148703.0
United States of America,Bachelor's Degree,4.0,Other,84000.0
United States of America,Less than a Bachelor's,24.0,"Information Services, IT, Software Development, or other Technology",210000.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",130000.0
United States of America,Bachelor's Degree,8.0,Healthcare,155000.0
United States of America,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",250000.0
Poland,Master's Degree,5.0,Financial Services,44503.0
Canada,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",66916.0
Canada,Less than a Bachelor's,5.0,Other,66916.0
India,Bachelor's Degree,11.0,"Manufacturing, Transportation, or Supply Chain",38774.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",120000.0
United States of America,Less than a Bachelor's,25.0,Advertising Services,160000.0
United Kingdom and Northern Ireland,Master's Degree,6.0,Insurance,141518.0
Sweden,Master's Degree,3.0,Retail and Consumer Services,55285.0
United States of America,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",83000.0
United States of America,Master's Degree,20.0,Other,186000.0
United States of America,Post Grad,31.0,"Information Services, IT, Software Development, or other Technology",220000.0
United States of America,Less than a Bachelor's,28.0,Other,155000.0
Germany,Less than a Bachelor's,6.0,Retail and Consumer Services,102806.0
United States of America,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",170000.0
United States of America,Bachelor's Degree,23.0,Healthcare,144000.0
Canada,Master's Degree,2.0,Healthcare,52046.0
Canada,Bachelor's Degree,13.0,Oil & Gas,111527.0
Brazil,Less than a Bachelor's,11.0,Insurance,48690.0
United States of America,Bachelor's Degree,2.0,Other,81000.0
Canada,Master's Degree,16.0,Legal Services,159856.0
Germany,Less than a Bachelor's,12.0,"Information Services, IT, Software Development, or other Technology",117798.0
United States of America,Bachelor's Degree,5.0,Other,140000.0
United States of America,Less than a Bachelor's,30.0,"Information Services, IT, Software Development, or other Technology",180000.0
United States of America,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",70000.0
Spain,Bachelor's Degree,5.0,Healthcare,35340.0
United States of America,Bachelor's Degree,16.0,Financial Services,170000.0
Australia,Bachelor's Degree,28.0,Financial Services,164599.0
Poland,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",44981.0
Poland,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",81349.0
United States of America,Bachelor's Degree,24.0,Higher Education,130000.0
United States of America,Bachelor's Degree,0.5,Other,40000.0
France,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",34269.0
United Kingdom and Northern Ireland,Master's Degree,16.0,Other,81931.0
United Kingdom and Northern Ireland,Less than a Bachelor's,13.0,Healthcare,99311.0
Germany,Master's Degree,11.0,"Information Services, IT, Software Development, or other Technology",74963.0
Sweden,Less than a Bachelor's,8.0,"Information Services, IT, Software Development, or other Technology",45831.0
Canada,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",111527.0
United States of America,Bachelor's Degree,8.0,Insurance,160000.0
United States of America,Less than a Bachelor's,10.0,"Information Services, IT, Software Development, or other Technology",75000.0
United States of America,Master's Degree,6.0,Financial Services,195000.0
United States of America,Bachelor's Degree,1.0,Advertising Services,52500.0
United States of America,Less than a Bachelor's,10.0,Financial Services,100000.0
Canada,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",104092.0
Poland,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",38282.0
United States of America,Master's Degree,24.0,Healthcare,247250.0
United States of America,Bachelor's Degree,18.0,"Information Services, IT, Software Development, or other Technology",147000.0
United States of America,Master's Degree,16.0,"Information Services, IT, Software Development, or other Technology",290000.0
United Kingdom and Northern Ireland,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",93104.0
United Kingdom and Northern Ireland,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",124138.0
United Kingdom and Northern Ireland,Less than a Bachelor's,7.0,Advertising Services,86897.0
Poland,Bachelor's Degree,12.0,Financial Services,107668.0
United States of America,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",130000.0
Spain,Master's Degree,11.0,Financial Services,107090.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",39724.0
United Kingdom and Northern Ireland,Bachelor's Degree,13.0,Financial Services,198621.0
Netherlands,Less than a Bachelor's,10.0,Retail and Consumer Services,107090.0
United States of America,Bachelor's Degree,10.0,Higher Education,78000.0
United States of America,Less than a Bachelor's,6.0,Other,85000.0
Germany,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",71750.0
United States of America,Bachelor's Degree,0.5,"Information Services, IT, Software Development, or other Technology",206000.0
India,Bachelor's Degree,4.0,Financial Services,63008.0
Brazil,Master's Degree,2.0,Higher Education,35503.0
Canada,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",102456.0
United Kingdom and Northern Ireland,Less than a Bachelor's,3.0,Retail and Consumer Services,33517.0
United States of America,Bachelor's Degree,2.0,Other,93000.0
United States of America,Bachelor's Degree,6.0,Higher Education,65000.0
United States of America,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",130000.0
Canada,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",46098.0
Germany,Master's Degree,21.0,"Manufacturing, Transportation, or Supply Chain",117798.0
France,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",80317.0
Spain,Master's Degree,2.0,Financial Services,42836.0
United States of America,Bachelor's Degree,7.0,Other,124000.0
United States of America,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",260000.0
Germany,Less than a Bachelor's,5.0,Retail and Consumer Services,48190.0
United States of America,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",175000.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,Retail and Consumer Services,91862.0
Canada,Less than a Bachelor's,5.0,"Manufacturing, Transportation, or Supply Chain",55764.0
United States of America,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",140000.0
United States of America,Less than a Bachelor's,1.0,Other,84000.0
United States of America,Bachelor's Degree,1.0,Healthcare,91520.0
Sweden,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",41464.0
United States of America,Bachelor's Degree,2.0,Healthcare,100000.0
United States of America,Less than a Bachelor's,36.0,Other,150000.0
France,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",42836.0
Brazil,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",81150.0
United States of America,Less than a Bachelor's,5.0,"Information Services, IT, Software Development, or other Technology",92000.0
Italy,Less than a Bachelor's,1.0,"Information Services, IT, Software Development, or other Technology",25701.0
Canada,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",123423.0
United States of America,Bachelor's Degree,20.0,Healthcare,75000.0
United States of America,Master's Degree,1.0,"Information Services, IT, Software Development, or other Technology",72000.0
United States of America,Bachelor's Degree,4.0,Retail and Consumer Services,110424.0
United States of America,Master's Degree,13.0,"Information Services, IT, Software Development, or other Technology",185000.0
United States of America,Less than a Bachelor's,22.0,Healthcare,186000.0
United Kingdom and Northern Ireland,Bachelor's Degree,3.0,Financial Services,40966.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",250000.0
Canada,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",70634.0
United States of America,Bachelor's Degree,5.0,Insurance,112500.0
United States of America,Bachelor's Degree,5.0,Healthcare,165000.0
United Kingdom and Northern Ireland,Master's Degree,13.0,Financial Services,148966.0
Canada,Bachelor's Degree,8.0,Healthcare,96657.0
Germany,Bachelor's Degree,8.0,Retail and Consumer Services,103877.0
United States of America,Bachelor's Degree,20.0,"Information Services, IT, Software Development, or other Technology",150000.0
Canada,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",81787.0
United States of America,Bachelor's Degree,37.0,Other,235000.0
United States of America,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",180000.0
United States of America,Bachelor's Degree,7.0,Retail and Consumer Services,77000.0
United States of America,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",200000.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",62000.0
United States of America,Post Grad,16.0,Higher Education,110000.0
United States of America,Less than a Bachelor's,29.0,Healthcare,160000.0
Canada,Bachelor's Degree,2.0,Financial Services,63199.0
United States of America,Bachelor's Degree,23.0,Financial Services,125000.0
United States of America,Bachelor's Degree,23.0,"Information Services, IT, Software Development, or other Technology",300000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,0.5,Healthcare,74483.0
United States of America,Bachelor's Degree,0.5,Other,80000.0
United States of America,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",112000.0
United States of America,Bachelor's Degree,7.0,Financial Services,260000.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",85000.0
Germany,Bachelor's Degree,3.0,Other,69608.0
Brazil,Bachelor's Degree,3.0,"Manufacturing, Transportation, or Supply Chain",17853.0
India,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",24234.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",128125.0
United States of America,Bachelor's Degree,6.0,Higher Education,56500.0
United States of America,Less than a Bachelor's,5.0,"Information Services, IT, Software Development, or other Technology",120000.0
Spain,Bachelor's Degree,1.0,Financial Services,25701.0
Canada,Master's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",46395.0
United States of America,Bachelor's Degree,0.5,Retail and Consumer Services,55000.0
Germany,Bachelor's Degree,6.0,Wholesale,58953.0
Spain,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",51403.0
France,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",44978.0
United States of America,Bachelor's Degree,3.0,Advertising Services,140000.0
France,Master's Degree,5.0,"Information Services, IT, Software Development, or other Technology",53545.0
United Kingdom and Northern Ireland,Master's Degree,16.0,"Information Services, IT, Software Development, or other Technology",111724.0
Italy,Less than a Bachelor's,24.0,Advertising Services,77104.0
Brazil,Master's Degree,4.0,Healthcare,24345.0
United States of America,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",22000.0
United States of America,Master's Degree,9.0,"Information Services, IT, Software Development, or other Technology",300000.0
United States of America,Bachelor's Degree,8.0,Other,165000.0
Germany,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",71215.0
Germany,Master's Degree,5.0,Financial Services,91026.0
United Kingdom and Northern Ireland,Master's Degree,3.0,Financial Services,124138.0
France,Master's Degree,28.0,"Information Services, IT, Software Development, or other Technology",94078.0
United States of America,Bachelor's Degree,37.0,"Information Services, IT, Software Development, or other Technology",175000.0
United States of America,Less than a Bachelor's,12.0,Other,150000.0
Spain,Bachelor's Degree,25.0,"Information Services, IT, Software Development, or other Technology",64254.0
United States of America,Bachelor's Degree,8.0,Financial Services,170000.0
United States of America,Bachelor's Degree,19.0,"Information Services, IT, Software Development, or other Technology",160000.0
United States of America,Bachelor's Degree,4.0,Financial Services,129000.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",180000.0
United States of America,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",155000.0
United States of America,Master's Degree,37.0,Higher Education,96504.0
Brazil,Master's Degree,15.0,"Information Services, IT, Software Development, or other Technology",30431.0
United Kingdom and Northern Ireland,Master's Degree,13.0,Financial Services,110483.0
Spain,Master's Degree,12.0,"Information Services, IT, Software Development, or other Technology",80317.0
United States of America,Master's Degree,6.0,Retail and Consumer Services,200000.0
Spain,Less than a Bachelor's,4.0,"Manufacturing, Transportation, or Supply Chain",22489.0
United States of America,Master's Degree,35.0,Healthcare,167000.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",180000.0
United States of America,Bachelor's Degree,27.0,"Information Services, IT, Software Development, or other Technology",200000.0
Brazil,Bachelor's Degree,13.0,"Manufacturing, Transportation, or Supply Chain",40575.0
United States of America,Less than a Bachelor's,42.0,"Information Services, IT, Software Development, or other Technology",150000.0
United States of America,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",157000.0
United States of America,Bachelor's Degree,23.0,"Information Services, IT, Software Development, or other Technology",300000.0
United States of America,Bachelor's Degree,2.0,Financial Services,95000.0
Canada,Bachelor's Degree,17.0,Other,133833.0
Poland,Less than a Bachelor's,1.0,Financial Services,37325.0
United States of America,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",250000.0
United Kingdom and Northern Ireland,Master's Degree,16.0,Financial Services,180000.0
France,Post Grad,16.0,Other,123153.0
United States of America,Bachelor's Degree,35.0,Financial Services,165000.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",150000.0
United States of America,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",250000.0
United States of America,Bachelor's Degree,10.0,Other,175000.0
United States of America,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",187500.0
Brazil,Bachelor's Degree,6.0,Healthcare,100657.0
Australia,Post Grad,0.5,"Information Services, IT, Software Development, or other Technology",79325.0
United States of America,Bachelor's Degree,2.0,Other,70000.0
Germany,Less than a Bachelor's,1.0,"Information Services, IT, Software Development, or other Technology",62112.0
United States of America,Bachelor's Degree,3.0,Insurance,100000.0
Germany,Less than a Bachelor's,1.0,Other,39877.0
United States of America,Less than a Bachelor's,10.0,Financial Services,180000.0
United States of America,Less than a Bachelor's,6.0,Other,160000.0
Australia,Bachelor's Degree,5.0,Financial Services,82630.0
Australia,Less than a Bachelor's,6.0,Other,95851.0
United States of America,Bachelor's Degree,9.0,Financial Services,300000.0
United States of America,Bachelor's Degree,4.0,"Manufacturing, Transportation, or Supply Chain",75000.0
United States of America,Less than a Bachelor's,5.0,"Information Services, IT, Software Development, or other Technology",250000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,3.0,Retail and Consumer Services,39724.0
United States of America,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",87000.0
Canada,Less than a Bachelor's,10.0,"Information Services, IT, Software Development, or other Technology",105579.0
United Kingdom and Northern Ireland,Master's Degree,2.0,Financial Services,86897.0
Canada,Less than a Bachelor's,7.0,"Information Services, IT, Software Development, or other Technology",70634.0
United States of America,Bachelor's Degree,9.0,Healthcare,109000.0
India,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",13329.0
Germany,Less than a Bachelor's,2.0,Other,38552.0
United States of America,Bachelor's Degree,9.0,"Manufacturing, Transportation, or Supply Chain",160000.0
United States of America,Bachelor's Degree,7.0,"Manufacturing, Transportation, or Supply Chain",120000.0
United States of America,Bachelor's Degree,2.0,Healthcare,138000.0
United States of America,Master's Degree,11.0,Financial Services,150000.0
United States of America,Bachelor's Degree,5.0,Other,165000.0
United States of America,Bachelor's Degree,2.0,Insurance,140000.0
United States of America,Bachelor's Degree,14.0,Wholesale,80000.0
Spain,Less than a Bachelor's,3.0,Insurance,29985.0
United States of America,Bachelor's Degree,9.0,"Manufacturing, Transportation, or Supply Chain",165000.0
United States of America,Bachelor's Degree,4.0,Advertising Services,91000.0
United States of America,Master's Degree,17.0,Healthcare,220000.0
United States of America,Bachelor's Degree,10.0,Healthcare,145000.0
United States of America,Bachelor's Degree,10.0,"Manufacturing, Transportation, or Supply Chain",142000.0
Canada,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",111527.0
Canada,Post Grad,7.0,"Information Services, IT, Software Development, or other Technology",101861.0
United States of America,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",125000.0
United States of America,Master's Degree,17.0,"Information Services, IT, Software Development, or other Technology",250000.0
United States of America,Bachelor's Degree,3.0,Other,74000.0
United States of America,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",250000.0
United States of America,Bachelor's Degree,15.0,Other,150000.0
United States of America,Master's Degree,18.0,Retail and Consumer Services,180000.0
United States of America,Bachelor's Degree,4.0,Retail and Consumer Services,123000.0
United States of America,Post Grad,2.0,"Information Services, IT, Software Development, or other Technology",92000.0
United States of America,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",90000.0
United States of America,Bachelor's Degree,6.0,Other,220000.0
United States of America,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",180000.0
United States of America,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",130000.0
United States of America,Bachelor's Degree,2.0,Legal Services,100000.0
United States of America,Bachelor's Degree,20.0,Financial Services,250000.0
Australia,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",109071.0
Brazil,Bachelor's Degree,11.0,"Information Services, IT, Software Development, or other Technology",30431.0
United States of America,Bachelor's Degree,11.0,Retail and Consumer Services,145000.0
United States of America,Bachelor's Degree,8.0,Insurance,110000.0
United States of America,Bachelor's Degree,10.0,Other,150000.0
India,Bachelor's Degree,10.0,Financial Services,48468.0
United States of America,Bachelor's Degree,19.0,"Information Services, IT, Software Development, or other Technology",150000.0
Australia,Less than a Bachelor's,18.0,Financial Services,109071.0
United States of America,Bachelor's Degree,13.0,Other,157000.0
United States of America,Less than a Bachelor's,27.0,Healthcare,110385.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",170000.0
United States of America,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",135000.0
United States of America,Bachelor's Degree,8.0,"Manufacturing, Transportation, or Supply Chain",150000.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",100000.0
Australia,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",66104.0
United States of America,Bachelor's Degree,17.0,Financial Services,190000.0
United States of America,Less than a Bachelor's,6.0,"Information Services, IT, Software Development, or other Technology",107763.0
United States of America,Bachelor's Degree,13.0,Financial Services,183000.0
United States of America,Bachelor's Degree,11.0,Higher Education,85000.0
India,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",10905.0
India,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",109052.0
Brazil,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",10144.0
United States of America,Bachelor's Degree,6.0,Other,130000.0
Australia,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",138818.0
United States of America,Less than a Bachelor's,3.0,"Information Services, IT, Software Development, or other Technology",150000.0
Canada,Bachelor's Degree,10.0,Other,148703.0
United States of America,Post Grad,3.0,"Information Services, IT, Software Development, or other Technology",145000.0
United States of America,Master's Degree,43.0,"Information Services, IT, Software Development, or other Technology",172800.0
United States of America,Bachelor's Degree,0.5,"Manufacturing, Transportation, or Supply Chain",52000.0
United States of America,Post Grad,3.0,Other,160000.0
United States of America,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",130000.0
United States of America,Less than a Bachelor's,4.0,"Information Services, IT, Software Development, or other Technology",80000.0
United States of America,Bachelor's Degree,36.0,Other,104000.0
India,Bachelor's Degree,1.0,Financial Services,17085.0
Australia,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",99156.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",83000.0
Brazil,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",29214.0
Poland,Master's Degree,10.0,Financial Services,52638.0
Australia,Bachelor's Degree,21.0,Oil & Gas,115682.0
Spain,Less than a Bachelor's,4.0,"Manufacturing, Transportation, or Supply Chain",46049.0
Germany,Less than a Bachelor's,32.0,"Information Services, IT, Software Development, or other Technology",69608.0
United States of America,Bachelor's Degree,5.0,Other,175000.0
India,Bachelor's Degree,7.0,"Information Services, IT, Software Development, or other Technology",21810.0
Australia,Less than a Bachelor's,10.0,Retail and Consumer Services,101800.0
United States of America,Bachelor's Degree,0.5,"Information Services, IT, Software Development, or other Technology",175000.0
India,Master's Degree,13.0,"Information Services, IT, Software Development, or other Technology",32716.0
Australia,Less than a Bachelor's,2.0,Financial Services,115682.0
Australia,Master's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",99156.0
Netherlands,Bachelor's Degree,2.0,Higher Education,44849.0
India,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",17933.0
Australia,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",158649.0
India,Master's Degree,9.0,"Information Services, IT, Software Development, or other Technology",27263.0
Australia,Post Grad,15.0,Other,92545.0
United Kingdom and Northern Ireland,Bachelor's Degree,7.0,Healthcare,99435.0
India,Bachelor's Degree,7.0,Other,19993.0
United States of America,Less than a Bachelor's,9.0,Healthcare,206000.0
India,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",29081.0
India,Post Grad,15.0,"Information Services, IT, Software Development, or other Technology",169636.0
India,Master's Degree,8.0,Retail and Consumer Services,32716.0
France,Master's Degree,10.0,Advertising Services,85672.0
Canada,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",74351.0
India,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",14540.0
United Kingdom and Northern Ireland,Less than a Bachelor's,22.0,Financial Services,55862.0
Canada,Bachelor's Degree,3.0,Healthcare,96657.0
France,Master's Degree,17.0,Advertising Services,77104.0
United States of America,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",185000.0
India,Bachelor's Degree,3.0,Financial Services,13329.0
United Kingdom and Northern Ireland,Less than a Bachelor's,18.0,Financial Services,173793.0
United Kingdom and Northern Ireland,Bachelor's Degree,35.0,"Information Services, IT, Software Development, or other Technology",74483.0
Italy,Master's Degree,15.0,"Manufacturing, Transportation, or Supply Chain",58899.0
India,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",50000.0
France,Master's Degree,6.0,"Information Services, IT, Software Development, or other Technology",50868.0
Germany,Bachelor's Degree,20.0,Wholesale,53545.0
Germany,Bachelor's Degree,1.0,Higher Education,42836.0
Netherlands,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",45620.0
Spain,Less than a Bachelor's,3.0,Retail and Consumer Services,21418.0
Germany,Master's Degree,25.0,"Information Services, IT, Software Development, or other Technology",85672.0
Poland,Master's Degree,7.0,Healthcare,51853.0
Italy,Bachelor's Degree,5.0,Retail and Consumer Services,21418.0
United Kingdom and Northern Ireland,Bachelor's Degree,11.0,Higher Education,55862.0
Sweden,Bachelor's Degree,18.0,Retail and Consumer Services,82927.0
Spain,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",81388.0
Germany,Bachelor's Degree,7.0,Advertising Services,94239.0
Canada,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",86991.0
India,Bachelor's Degree,0.5,Insurance,16964.0
United Kingdom and Northern Ireland,Post Grad,9.0,Financial Services,74483.0
India,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",16964.0
Italy,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",29985.0
United Kingdom and Northern Ireland,Master's Degree,23.0,Financial Services,55862.0
India,Post Grad,6.0,"Information Services, IT, Software Development, or other Technology",38774.0
